47	25	1
13	25	1
48	25	1
111	22	1
52	80	1
11	80	1
3	80	1
63	80	1
55	80	1
12	80	1
159	20	1
99	64	1
66	25	1
48	39	1
67	18	1
3	46	1
76	46	1
63	46	1
152	3	1
93	55	1
80	2	1
3	54	1
137	39	1
160	55	1
161	20	1
162	20	1
64	18	1
56	81	1
69	55	1
46	82	1
4	10	1
163	81	1
1	39	1
31	20	1
98	73	1
37	3	1
11	54	1
12	54	1
74	41	1
164	3	1
165	39	1
166	20	1
108	10	1
25	39	1
167	39	1
26	39	1
42	70	1
53	54	1
146	59	1
138	2	1
41	2	1
168	2	1
69	23	1
169	2	1
48	83	1
1	71	1
154	3	1
128	3	1
77	3	1
146	25	1
170	39	1
171	3	1
96	3	1
97	43	1
92	3	1
172	60	1
63	54	1
158	52	1
156	10	1
158	70	1
77	18	1
128	23	1
71	2	1
40	73	1
67	14	1
78	25	1
14	3	1
173	2	1
57	84	1
174	57	1
175	47	1
56	18	1
176	55	1
174	60	1
66	60	1
95	10	1
96	2	1
130	85	1
177	15	1
157	15	1
178	22	1
179	62	1
180	25	1
181	25	1
93	47	1
73	39	1
164	6	1
5	81	1
9	81	1
64	29	1
121	82	1
64	86	1
46	47	1
56	3	1
182	23	1
2	3	1
3	87	1
63	87	1
183	25	1
98	2	1
35	25	1
184	10	1
185	10	1
42	3	1
67	2	1
95	22	1
9	88	1
5	88	1
49	39	1
29	89	1
28	89	1
131	52	1
60	12	1
62	49	1
41	10	1
91	20	1
186	2	1
120	10	1
50	90	1
77	91	1
67	54	1
97	81	1
152	70	1
92	10	1
92	6	1
87	54	1
125	54	1
66	23	1
128	14	1
40	70	1
128	39	1
5	2	1
50	23	1
40	92	1
187	13	1
130	10	1
188	84	1
33	20	1
77	71	1
68	93	1
189	82	1
120	23	1
105	19	1
190	39	1
191	57	1
120	57	1
192	94	1
66	20	1
50	47	1
54	49	1
193	39	1
194	20	1
158	10	1
65	20	1
151	55	1
97	55	1
50	25	1
158	47	1
87	39	1
14	95	1
92	41	1
195	2	1
196	52	1
82	52	1
63	2	1
23	6	1
197	74	1
198	74	1
106	14	1
152	6	1
158	6	1
56	70	1
27	20	1
170	54	1
77	70	1
56	96	1
56	2	1
93	3	1
4	20	1
74	3	1
163	96	1
47	55	1
165	55	1
81	60	1
170	60	1
72	49	1
200	49	1
122	57	1
201	39	1
10	82	1
92	18	1
202	10	1
152	10	1
64	49	1
178	20	1
30	39	1
203	19	1
96	49	1
36	2	1
204	97	1
31	97	1
166	97	1
128	54	1
106	71	1
72	10	1
95	3	1
30	81	1
114	98	1
110	99	1
35	55	1
91	60	1
63	3	1
8	55	1
42	20	1
40	81	1
19	60	1
18	60	1
22	60	1
20	60	1
19	20	1
69	41	1
33	102	1
32	102	1
16	83	1
93	103	1
205	103	1
206	103	1
207	103	1
81	103	1
142	103	1
208	103	1
10	43	1
6	104	1
7	55	1
24	55	1
73	105	1
63	105	1
1	106	1
41	107	1
30	107	1
66	107	1
164	108	1
209	109	1
56	105	1
129	10	1
71	3	1
210	55	1
75	55	1
24	50	1
69	18	1
75	20	1
5	20	1
65	3	1
4	3	1
24	25	1
211	25	1
14	2	1
212	8	1
9	25	1
5	25	1
52	50	1
49	3	1
46	3	1
60	3	1
106	105	1
5	111	1
5	3	1
129	49	2
63	6	2
40	6	2
73	6	2
57	84	2
10	112	2
114	112	2
97	3	2
73	20	2
45	14	2
26	14	2
213	14	2
71	14	2
134	29	2
63	20	2
214	113	2
138	26	2
63	14	2
166	14	2
163	14	2
215	14	2
52	14	2
110	14	2
3	14	2
76	14	2
98	14	2
216	14	2
217	14	2
4	14	2
7	14	2
151	14	2
218	14	2
99	14	2
193	14	2
118	14	2
219	14	2
190	14	2
220	14	2
155	14	2
221	14	2
222	14	2
223	14	2
189	14	2
206	14	2
224	14	2
225	14	2
226	14	2
186	14	2
227	14	2
228	14	2
229	14	2
230	14	2
231	14	2
232	14	2
233	14	2
191	14	2
13	49	2
47	49	2
234	68	2
76	68	2
40	68	2
23	68	2
9	68	2
106	68	2
139	68	2
62	68	2
114	68	2
145	68	2
28	114	2
28	115	2
114	116	2
2	116	2
106	29	2
58	23	2
163	23	2
235	60	2
236	60	2
5	2	2
110	2	2
7	2	2
13	51	2
47	51	2
48	51	2
60	51	2
49	51	2
122	51	2
46	51	2
55	78	2
3	5	2
41	53	2
30	53	2
65	53	2
106	117	2
74	118	2
8	60	2
7	60	2
19	60	2
64	60	2
63	60	2
37	60	2
73	60	2
27	60	2
18	60	2
114	60	2
169	43	2
35	93	2
118	18	2
93	18	2
19	119	2
5	119	2
2	120	2
40	60	2
114	20	2
41	26	2
30	26	2
57	50	2
40	50	2
89	50	2
10	121	2
64	121	2
129	122	2
69	77	2
40	2	2
95	123	2
40	124	2
10	124	2
8	124	2
66	26	2
99	26	2
113	114	2
2	125	2
69	125	2
5	125	2
64	10	2
62	10	2
50	10	2
11	78	2
12	78	2
63	78	2
96	78	2
77	78	2
166	78	2
237	126	2
3	26	2
3	127	2
238	124	2
28	128	2
130	12	2
239	12	2
111	12	2
106	12	2
82	12	2
29	12	2
240	12	2
84	12	2
241	12	2
242	12	2
12	12	2
154	12	2
27	12	2
194	12	2
95	12	2
110	12	2
106	60	2
163	60	2
24	60	2
28	39	2
2	129	2
122	129	2
40	130	2
129	46	2
208	46	2
145	29	2
4	29	2
243	29	2
244	63	2
92	43	2
204	43	2
74	43	2
28	43	2
29	43	2
23	46	2
95	46	2
166	46	2
118	46	2
236	46	2
245	46	2
25	46	2
167	46	2
246	124	2
247	124	2
248	124	2
222	124	2
4	124	2
77	54	2
2	82	2
46	25	2
89	25	2
249	3	2
250	3	2
251	3	2
252	3	2
130	3	2
170	3	2
45	3	2
253	3	2
254	3	2
19	3	2
255	3	2
230	3	2
256	3	2
179	3	2
50	3	2
144	3	2
26	3	2
257	3	2
258	3	2
23	3	2
259	3	2
260	3	2
261	3	2
262	3	2
5	3	2
44	3	2
24	3	2
263	3	2
3	3	2
40	3	2
98	3	2
40	57	2
129	3	2
56	131	2
10	132	2
8	132	2
224	133	2
115	133	2
264	133	2
265	133	2
89	3	2
2	3	2
75	2	2
245	2	2
163	2	2
156	134	2
266	134	2
267	134	2
268	134	2
269	134	2
2	135	2
9	136	2
7	20	2
270	20	2
103	20	2
107	70	2
106	70	2
268	70	2
27	70	2
230	70	2
237	70	2
201	70	2
96	70	2
271	70	2
131	70	2
272	70	2
273	70	2
108	70	2
72	70	2
80	70	2
39	70	2
15	70	2
19	70	2
11	70	2
126	70	2
87	70	2
113	70	2
221	70	2
82	70	2
196	70	2
145	70	2
220	70	2
155	70	2
36	70	2
81	88	2
166	88	2
3	88	2
7	88	2
230	88	2
274	88	2
21	4	2
24	4	2
82	4	2
196	4	2
30	137	2
67	138	2
93	138	2
218	138	2
76	138	2
75	139	2
89	57	2
40	78	2
129	78	2
275	70	2
276	70	2
277	70	2
278	70	2
279	70	2
280	70	2
281	70	2
282	70	2
2	140	2
178	140	2
2	141	2
178	141	2
25	3	2
167	3	2
230	117	2
120	23	2
24	23	2
202	23	2
9	23	2
75	23	2
96	23	2
157	23	2
23	23	2
136	23	2
99	23	2
69	39	2
219	60	2
230	60	2
106	51	2
166	3	2
106	26	2
2	112	2
9	112	2
5	112	2
179	112	2
160	112	2
67	60	2
62	26	2
114	26	2
18	3	2
20	3	2
51	3	2
64	130	2
40	20	2
77	20	2
52	2	2
40	39	2
40	142	2
64	143	2
159	25	2
221	25	2
275	25	2
276	25	2
277	25	2
278	25	2
279	25	2
280	25	2
281	25	2
282	25	2
40	18	2
1	49	2
64	49	2
174	49	2
216	49	2
164	3	2
283	3	2
120	62	2
111	62	2
191	62	2
284	20	2
142	3	2
103	3	2
159	3	2
64	29	2
48	20	2
82	20	2
196	20	2
110	20	2
55	3	2
63	52	2
3	52	2
114	52	2
27	52	2
129	70	2
106	144	2
64	144	2
64	3	2
2	130	2
63	2	2
40	49	2
63	94	2
3	94	2
4	94	2
75	145	2
283	20	2
40	81	2
203	49	2
66	10	2
65	10	2
45	146	2
134	26	2
285	10	2
286	57	2
60	3	2
72	112	2
177	82	2
106	147	2
151	3	2
3	130	2
72	22	2
118	22	2
113	10	2
37	49	2
160	148	2
97	148	2
287	60	2
36	60	2
288	60	2
53	60	2
218	60	2
56	60	2
63	3	2
69	3	2
32	3	2
214	26	2
107	29	2
56	29	2
55	29	2
218	29	2
28	29	2
205	60	2
40	108	2
69	108	2
2	108	2
289	108	2
2	2	2
52	39	2
52	50	2
290	82	2
291	82	2
3	20	2
145	20	2
6	71	3
6	25	3
6	23	3
29	10	3
28	10	3
27	10	3
106	6	3
69	6	3
54	6	3
70	6	3
74	6	3
35	119	3
35	2	3
92	50	3
81	10	3
208	2	3
96	2	3
157	20	3
78	25	3
204	20	3
37	49	3
74	23	3
91	23	3
129	23	3
157	23	3
99	23	3
292	23	3
24	23	3
27	23	3
29	23	3
32	73	3
106	51	3
54	20	3
283	20	3
69	39	3
69	49	3
69	3	3
69	23	3
69	70	3
54	39	3
54	49	3
54	3	3
54	23	3
54	70	3
70	39	3
70	49	3
70	3	3
70	23	3
70	70	3
69	47	3
69	149	3
54	47	3
54	149	3
70	47	3
70	149	3
29	86	3
130	3	3
47	6	3
96	22	3
41	39	3
41	56	3
41	62	3
35	39	3
35	56	3
35	62	3
81	39	3
81	56	3
81	62	3
208	39	3
208	56	3
208	62	3
51	39	3
51	56	3
51	62	3
13	39	3
13	56	3
13	62	3
214	39	3
214	56	3
214	62	3
56	25	3
54	60	3
70	60	3
110	102	3
179	22	3
96	78	3
96	54	3
166	2	3
31	2	3
204	2	3
150	2	3
89	57	3
23	78	3
23	88	3
23	22	3
69	57	3
54	57	3
70	57	3
283	57	3
69	50	3
54	50	3
70	50	3
283	50	3
164	20	3
177	49	3
293	39	3
54	117	3
70	117	3
7	3	3
174	2	3
106	60	3
1	150	3
96	88	3
32	39	3
13	2	3
70	20	3
35	20	3
74	60	3
35	60	3
165	20	3
74	20	3
21	3	3
139	2	3
54	151	3
70	151	3
294	152	3
295	152	3
296	152	3
297	152	3
9	5	3
5	5	3
29	5	3
179	2	3
89	84	3
6	84	3
92	84	3
13	84	3
48	84	3
46	84	3
74	50	3
81	20	3
47	3	3
115	2	3
179	60	3
57	3	3
208	86	3
63	39	3
52	39	3
11	39	3
3	39	3
12	39	3
55	39	3
177	25	3
165	2	3
67	2	3
42	2	3
16	2	3
47	2	3
96	3	3
14	2	3
128	3	3
77	3	3
30	39	3
104	41	3
298	25	3
28	25	3
35	73	3
91	39	3
60	25	3
46	57	3
57	14	3
28	106	3
29	106	3
13	3	3
48	3	3
42	82	3
29	51	3
54	25	3
29	22	3
203	55	3
48	2	3
130	2	3
57	25	3
69	71	3
35	70	3
97	20	3
221	20	3
35	49	3
283	2	3
299	70	3
74	70	3
283	70	3
300	153	3
301	153	3
302	153	3
303	153	3
304	153	3
305	153	3
306	3	3
19	71	4
19	10	4
18	71	4
18	10	4
16	71	4
16	10	4
22	71	4
22	10	4
21	71	4
21	10	4
15	71	4
15	10	4
20	71	4
20	10	4
17	71	4
17	10	4
41	154	4
67	155	4
67	10	4
67	47	4
67	156	4
67	54	4
113	155	4
8	4	4
9	3	4
9	45	4
9	155	4
9	5	4
9	78	4
9	111	4
9	88	4
9	157	4
9	25	4
75	5	4
5	45	4
5	155	4
5	5	4
5	78	4
5	111	4
5	88	4
5	47	4
5	157	4
5	25	4
63	3	4
63	2	4
63	71	4
63	158	4
63	78	4
31	23	4
52	2	4
285	77	4
110	2	4
111	23	4
11	158	4
11	10	4
12	2	4
12	158	4
12	10	4
65	77	4
3	158	4
210	54	4
7	4	4
24	4	4
23	8	4
28	6	4
29	6	4
55	158	4
28	43	4
29	43	4
307	47	4
41	47	4
30	47	4
183	47	4
201	47	4
25	47	4
45	47	4
44	47	4
43	47	4
80	47	4
202	47	4
132	47	4
210	47	4
121	47	4
110	47	4
98	47	4
82	47	4
241	47	4
287	47	4
13	47	4
47	47	4
49	47	4
74	47	4
123	47	4
307	3	4
41	3	4
30	3	4
183	3	4
201	3	4
25	3	4
45	3	4
44	3	4
43	3	4
80	3	4
202	3	4
132	3	4
210	3	4
121	3	4
110	3	4
98	3	4
82	3	4
241	3	4
287	3	4
13	3	4
47	3	4
49	3	4
74	3	4
123	3	4
307	14	4
41	14	4
30	14	4
183	14	4
201	14	4
25	14	4
45	14	4
44	14	4
43	14	4
80	14	4
202	14	4
132	14	4
210	14	4
121	14	4
110	14	4
98	14	4
82	14	4
241	14	4
287	14	4
13	14	4
47	14	4
49	14	4
74	14	4
123	14	4
125	14	4
39	14	4
126	14	4
124	14	4
87	14	4
77	14	4
187	14	4
63	14	4
52	14	4
11	14	4
12	14	4
3	14	4
145	14	4
125	3	4
39	3	4
126	3	4
124	3	4
87	3	4
77	3	4
187	3	4
52	3	4
11	3	4
12	3	4
3	3	4
145	3	4
125	47	4
39	47	4
126	47	4
124	47	4
87	47	4
77	47	4
187	47	4
63	47	4
52	47	4
11	47	4
12	47	4
3	47	4
145	47	4
10	3	4
8	3	4
91	3	4
174	3	4
138	3	4
42	6	4
69	6	4
38	15	4
10	2	4
58	159	4
10	47	4
10	4	4
93	150	4
174	55	4
139	47	4
67	160	4
106	150	4
1	6	4
56	6	4
2	64	4
174	20	4
218	77	4
69	5	4
36	161	4
63	6	4
52	6	4
11	6	4
12	6	4
112	6	4
3	6	4
55	6	4
174	162	4
138	162	4
37	20	4
68	39	4
231	39	4
308	3	4
94	51	4
174	39	4
174	79	4
192	79	4
47	6	4
35	3	4
138	57	4
10	57	4
138	50	4
10	50	4
52	23	4
11	23	4
26	23	4
99	163	4
19	47	4
174	10	4
77	23	4
138	128	4
10	128	4
10	54	4
67	25	4
117	64	4
309	164	4
226	164	4
101	164	4
115	164	4
308	164	4
310	164	4
153	164	4
143	164	4
311	164	4
312	164	4
313	164	4
100	164	4
174	165	4
138	165	4
119	65	4
174	130	4
174	60	4
314	63	4
315	166	4
10	51	4
10	18	4
64	130	4
192	130	4
64	107	4
71	167	4
215	13	4
152	13	4
316	13	4
79	13	4
202	13	4
317	13	4
177	168	4
176	39	4
42	10	4
63	169	4
52	169	4
11	169	4
3	169	4
12	169	4
55	169	4
92	77	4
42	49	4
318	50	4
91	20	4
319	20	4
63	104	4
52	104	4
11	104	4
3	104	4
12	104	4
55	104	4
92	43	4
204	43	4
74	43	4
77	2	4
138	170	4
134	39	4
140	39	4
111	4	4
131	4	4
154	20	4
320	10	4
174	140	4
138	140	4
149	20	4
174	167	4
138	167	4
55	47	4
35	55	4
21	79	4
15	79	4
56	47	4
138	2	4
321	171	4
138	29	4
45	2	4
44	2	4
45	82	4
44	82	4
29	53	4
28	53	4
27	53	4
10	20	4
322	20	4
40	3	4
310	39	4
140	3	4
55	2	4
134	3	4
10	172	4
174	172	4
80	39	4
10	52	4
168	50	4
128	23	4
10	173	4
173	2	4
67	22	4
54	174	4
70	174	4
106	49	4
10	23	4
174	57	4
175	47	4
166	150	4
31	150	4
64	29	4
57	14	4
172	22	4
48	20	4
37	70	4
154	10	4
10	14	4
77	54	4
87	39	4
196	52	4
71	3	4
318	20	4
